date,simulated_power_generated,simulated_dc_inverter_input,transmitted_plane_of_array_irradiance,clearsky_GHI,DHI,angle_of_incidence,OT
2019/12/1 0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 0:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 0:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 0:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 0:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 1:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 1:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 1:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 1:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 1:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 1:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 2:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 2:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 2:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 2:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 2:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 2:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 3:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 3:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 3:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 3:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 3:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 3:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 4:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 4:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 4:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 4:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 4:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 4:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 5:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 5:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 5:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 5:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 5:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 5:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 6:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 6:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 6:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 6:30,2.239115337136512,4.974270665554146,10.661360353666662,10.0,9.0,79.75167103500935,10.0
2019/12/1 6:40,13.165145266909883,16.108975348024863,34.759054723823944,27.0,23.0,77.5682453973753,27.0
2019/12/1 6:50,28.07099103924787,31.314142865463573,68.16625969259178,50.0,38.0,75.31902866003385,50.0
2019/12/1 7:00,45.15324268017222,48.760258739059495,107.2029204480984,77.0,52.0,73.04639371486753,77.0
2019/12/1 7:10,63.00015545898918,67.01118535280992,148.73041729073276,106.0,64.0,70.76571617451563,106.0
2019/12/1 7:20,81.27420909559555,85.72428989935733,192.12696706471627,138.0,75.0,68.48395184993835,138.0
2019/12/1 7:30,99.64673262039828,104.56421182175558,236.6874204320714,170.0,85.0,66.2048903556824,170.0
2019/12/1 7:40,117.24065606778696,122.63024494572704,280.2748341135733,203.0,93.0,63.93108861966474,203.0
2019/12/1 7:50,134.81661599125792,140.7018811069358,324.7633169840991,236.0,101.0,61.66459231035029,236.0
2019/12/1 8:00,150.03024112370915,156.36404175900563,366.17275419615135,269.0,109.0,59.40744189705866,269.0
2019/12/1 8:10,165.6590725090129,172.4725443418247,408.0965774999086,302.0,115.0,57.16115551671351,302.0
2019/12/1 8:20,180.65442570796208,187.9461895924889,449.2996354748186,334.0,121.0,54.92786473302961,334.0
2019/12/1 8:30,194.96655819951224,202.73137778930013,489.3053759619387,365.0,126.0,52.709719653213824,365.0
2019/12/1 8:40,206.66996581803997,214.83367065221088,523.3738097208411,394.0,136.0,50.509175789298126,394.0
2019/12/1 8:50,219.44605936416272,228.05762955738635,561.0683300125196,424.0,141.0,48.32900640580839,424.0
2019/12/1 9:00,231.1797546867817,240.21410155858925,596.5540330902987,453.0,145.0,46.17241409442584,453.0
2019/12/1 9:10,242.3347290593408,251.7811962285774,630.7012557007623,481.0,149.0,44.043245157597575,481.0
2019/12/1 9:20,252.28582143287872,262.1083395993807,662.8745751970673,508.0,152.0,41.94589517791381,508.0
2019/12/1 9:30,261.7605939702318,271.94854879391244,693.2382876201605,533.0,155.0,39.88566006515581,533.0
2019/12/1 9:40,268.9998927889612,279.4719287187972,718.1649438788045,555.0,163.0,37.86886006424241,555.0
2019/12/1 9:50,276.98585083920295,287.7761664265775,744.8530935284926,577.0,166.0,35.90302965369651,577.0
2019/12/1 10:00,283.61279438850585,294.6711342584956,768.8864054965594,598.0,168.0,33.997241270978684,598.0
2019/12/1 10:10,290.2006719040775,301.5289751295505,791.2773362471422,617.0,170.0,32.16235062780417,617.0
2019/12/1 10:20,295.72441121822357,307.28177894775735,811.9125424014627,634.0,172.0,30.41140185462729,634.0
2019/12/1 10:30,300.9065577554146,312.68107335248527,830.6993205196317,650.0,174.0,28.759896066856545,650.0
2019/12/1 10:40,304.1077564683638,316.01750116032156,843.7894107697336,662.0,176.0,27.226094689235,662.0
2019/12/1 10:50,307.7173079141999,319.7805303908845,857.4121368811267,674.0,177.0,25.83111716082018,674.0
2019/12/1 11:00,311.28252734300975,323.49838243828117,871.0360613546716,684.0,179.0,24.59871997229634,684.0
2019/12/1 11:10,313.19282550092174,325.49088894866696,879.2876618637117,692.0,179.0,23.55455568364172,692.0
2019/12/1 11:20,315.40149523432797,327.79497754806596,887.4596361984565,699.0,180.0,22.72464905961578,699.0
2019/12/1 11:30,316.73950518499106,329.1909853956782,892.4327033826634,703.0,181.0,22.13320082933004,703.0
2019/12/1 11:40,316.1235389359995,328.5483011203092,890.1254759165706,703.0,187.0,21.79967502322316,703.0
2019/12/1 11:50,316.11339649181696,328.5377189982004,891.4010743912072,704.0,187.0,21.73597162626158,704.0
2019/12/1 12:00,315.5913558244736,327.99305903040874,889.4534494479601,702.0,187.0,21.9444416340046,702.0
2019/12/1 12:10,314.4264921077195,326.7778034016788,885.118425584526,699.0,186.0,22.417472235863396,699.0
2019/12/1 12:20,313.0453023822504,325.3370066921187,878.7293411120853,693.0,186.0,23.13881765065887,693.0
2019/12/1 12:30,310.66919044386583,322.8587139919395,869.9973971152062,686.0,185.0,24.08608817777661,686.0
2019/12/1 12:40,308.01451753581244,320.0904245258484,859.1220956175488,677.0,184.0,25.233788530936256,677.0
2019/12/1 12:50,304.5970331183974,316.52751977905996,846.157315567907,666.0,183.0,26.55584488542186,666.0
2019/12/1 13:00,300.65635745968643,312.42033883440405,832.0957192393839,653.0,182.0,28.02749628383155,653.0
2019/12/1 13:10,295.8233321231874,307.38482455080907,814.0085326267485,638.0,180.0,29.626331463945466,638.0
2019/12/1 13:20,290.7839667017451,302.1363419164616,794.9586267327968,621.0,178.0,31.332746029996837,621.0
2019/12/1 13:30,284.42658264181625,295.5180805324874,773.2420210535945,603.0,176.0,33.129985340640395,603.0
2019/12/1 13:40,280.4857032341601,291.41712699395055,759.149991034187,588.0,161.0,35.00389894042818,588.0
2019/12/1 13:50,272.9722892772276,283.6020018376457,733.672496663683,566.0,159.0,36.94264394702012,566.0
2019/12/1 14:00,265.09707045741453,275.41542956805864,707.251980958577,544.0,156.0,38.93638791858799,544.0
2019/12/1 14:10,256.2540559932115,266.2287489528326,677.8449576459161,520.0,153.0,40.97685849808462,520.0
2019/12/1 14:20,246.39312512028644,255.9920002442966,646.512777845815,494.0,150.0,43.05722672016205,494.0
2019/12/1 14:30,235.67739873146223,244.8767138209812,613.0944856657184,467.0,146.0,45.17176426947536,467.0
2019/12/1 14:40,223.10893037411623,231.8512987079035,574.9560711498781,437.0,146.0,47.31563241594961,437.0
2019/12/1 14:50,210.5485609192727,218.84685763848552,537.3589069642073,407.0,141.0,49.48476209658882,407.0
2019/12/1 15:00,197.3930328993488,205.2396612031754,499.60011908606,377.0,136.0,51.67569339090131,377.0
2019/12/1 15:10,183.7286786874172,191.1206896788028,460.6422941696219,345.0,131.0,53.88541456548423,345.0
2019/12/1 15:20,169.0333146542677,175.95286673607168,419.78564916493394,313.0,125.0,56.11137049191803,313.0
2019/12/1 15:30,153.3707122911344,159.80542548448344,377.49359808030806,281.0,118.0,58.35123276077492,281.0
2019/12/1 15:40,139.02474048131583,145.03225992391137,339.6029956526102,249.0,108.0,60.603029145842186,249.0
2019/12/1 15:50,122.28615920455664,127.8155772238547,296.03934203623203,216.0,100.0,62.86480792897717,216.0
2019/12/1 16:00,104.77073400746546,109.82322882465024,251.7913792999322,183.0,91.0,65.13475591096712,183.0
2019/12/1 16:10,87.57960589859523,92.18715487031896,209.23752306341697,151.0,82.0,67.41090361566258,151.0
2019/12/1 16:20,7.013548344213815,9.8387751900566,21.35982744472976,119.0,22.0,69.6909797146878,22.0
2019/12/1 16:30,4.395366380702707,7.170986087226287,15.53441995980346,89.0,16.0,71.97195047556494,16.0
2019/12/1 16:40,2.6473804943582335,5.390170299964117,11.650814969852595,61.0,12.0,74.24868030494278,12.0
2019/12/1 16:50,0.8897217573093225,3.599733601340002,7.76720997990173,36.0,8.0,76.51095314273388,8.0
2019/12/1 17:00,0.0,1.8030236398194317,3.883604989950865,16.0,4.0,78.73281280259881,4.0
2019/12/1 17:10,0.0,0.0,0.0,0.0,0.0,80.84237013429816,0.0
2019/12/1 17:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 17:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 17:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 18:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 18:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 18:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 18:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 19:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 19:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 19:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 19:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 20:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 20:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 20:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 20:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 21:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 21:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 21:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 21:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 22:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 22:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 22:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 22:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 23:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 23:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 23:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/1 23:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 0:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 0:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 0:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 0:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 1:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 1:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 1:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 1:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 1:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 1:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 2:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 2:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 2:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 2:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 2:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 2:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 3:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 3:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 3:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 3:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 3:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 3:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 4:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 4:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 4:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 4:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 4:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 4:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 5:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 5:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 5:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 5:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 5:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 5:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 6:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 6:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 6:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 6:30,0.246240603994686,2.944310954691121,6.264990856097665,6.0,6.0,79.8332814492578,6.0
2019/12/2 6:40,7.866147081452809,10.707640547482884,22.871019397315003,20.0,19.0,77.66055491633648,20.0
2019/12/2 6:50,19.821737117739136,22.89714693891223,49.19052148695376,41.0,36.0,75.41703138459381,41.0
2019/12/2 7:00,34.5990313617998,37.978603439506145,82.2121737424349,67.0,54.0,73.14841133307814,67.0
2019/12/2 7:10,51.395757496551504,55.141312261460506,120.27500073956853,96.0,72.0,70.87108146881143,96.0
2019/12/2 7:20,68.78228594567366,72.92945601479887,160.34419166335312,126.0,88.0,68.59238344878499,126.0
2019/12/2 7:30,86.09988439283366,90.6702036795852,200.9509866795587,157.0,102.0,66.31626715303149,157.0
2019/12/2 7:40,104.01642895705452,109.0489202910588,243.7209476297501,189.0,116.0,64.04536777433178,189.0
2019/12/2 7:50,121.35527287098002,126.8587435461672,285.8798217818172,221.0,128.0,61.78177482059178,221.0
2019/12/2 8:00,134.16749603711958,140.03402612406833,318.89295895248733,251.0,145.0,59.5274726151295,251.0
2019/12/2 8:10,150.28860702928534,156.6301814398879,359.88064574001226,282.0,156.0,57.28416187380176,282.0
2019/12/2 8:20,165.56662072727676,172.37719864891682,399.7734271519743,314.0,166.0,55.05392354626061,314.0
2019/12/2 8:30,180.3218413087504,187.6028048125809,438.7345557553129,345.0,175.0,52.83890526821895,345.0
2019/12/2 8:40,191.782530424533,199.4407077636661,470.04719511055265,373.0,189.0,50.64157355855118,373.0
2019/12/2 8:50,204.88379180970983,212.98591611619173,505.9467987904726,402.0,197.0,48.46470024755649,402.0
2019/12/2 9:00,217.47959676801185,226.02138710488185,541.7659431320833,430.0,205.0,46.31153954712144,430.0
2019/12/2 9:10,229.15624316813984,238.1168971015281,575.4415443928241,458.0,212.0,44.185853859037046,458.0
2019/12/2 9:20,240.16985716765305,249.53556477649255,607.4861516201962,484.0,218.0,42.09210650042215,484.0
2019/12/2 9:30,249.9339863546462,259.6669123421303,636.9015550138743,508.0,223.0,40.0355764831692,508.0
2019/12/2 9:40,259.3788288131133,269.474241483874,665.4260615868548,532.0,228.0,38.02255249431752,532.0
2019/12/2 9:50,267.61831755553777,278.0358125632866,691.7845247801811,554.0,232.0,36.06056083680928,554.0
2019/12/2 10:00,275.7198587224874,286.45937518983885,717.1615662651699,574.0,237.0,34.15859893578483,574.0
2019/12/2 10:10,282.3408899613563,293.34751297354626,738.968928705621,593.0,240.0,32.327475837567725,593.0
2019/12/2 10:20,288.82321827855054,300.09478471523363,759.4789733618304,610.0,244.0,30.580103290448253,610.0
2019/12/2 10:30,294.1675191708064,305.66007377024846,777.0961912410635,625.0,246.0,28.93184860653937,625.0
2019/12/2 10:40,300.84547292872713,312.61741619290234,798.7385701698959,641.0,242.0,27.400769239976416,641.0
2019/12/2 10:50,304.49724734476854,316.42350219545074,812.1070828072627,653.0,244.0,26.007690155753163,653.0
2019/12/2 11:00,308.0922362587526,320.17146136561956,824.5677357630229,663.0,246.0,24.77604236290602,663.0
2019/12/2 11:10,310.924195795378,323.1246634191762,834.002242182175,671.0,247.0,23.731079784630086,671.0
2019/12/2 11:20,312.97843127322193,325.2672536177293,841.4709460452862,677.0,248.0,22.89847771672447,677.0
2019/12/2 11:30,314.31360342770733,326.66003703963565,845.9606565660131,682.0,249.0,22.302091753155143,682.0
2019/12/2 11:40,312.70184966163737,324.9787559470651,841.1148014735594,681.0,264.0,21.961233828314064,681.0
2019/12/2 11:50,312.50081515914394,324.769064114886,841.3950420654082,682.0,264.0,21.887874857715783,682.0
2019/12/2 12:00,312.10427476203324,324.3554567851617,840.6528995020356,680.0,264.0,22.08466282476052,680.0
2019/12/2 12:10,310.6715946583079,322.861221363452,835.8306009449041,677.0,263.0,22.544509323066848,677.0
2019/12/2 12:20,308.93833616372166,321.05371637009654,830.0182483308045,672.0,262.0,23.2517762865906,672.0
2019/12/2 12:30,306.3209484271201,318.32467225256534,821.2787143667173,665.0,261.0,24.184706065434188,665.0
2019/12/2 12:40,302.3569627461119,314.1926450898671,808.1263173491702,654.0,263.0,25.318287064400884,654.0
2019/12/2 12:50,298.37448686040324,310.042628728426,795.5698659950998,643.0,261.0,26.6268159842958,643.0
2019/12/2 13:00,293.987102489469,305.47215907821305,781.2412002899438,631.0,259.0,28.08573133667964,631.0
2019/12/2 13:10,288.92263069747236,300.1982867510756,764.093787831552,616.0,256.0,29.67275842334388,616.0
2019/12/2 13:20,282.5726671513696,293.5887047038799,743.3160176959461,600.0,252.0,31.368285963831337,600.0
2019/12/2 13:30,276.7232481073983,287.5030158807098,724.8695815771753,584.0,249.0,33.15555013471813,584.0
2019/12/2 13:40,275.92918699146145,286.67709402610825,722.4661165182056,573.0,219.0,35.02034384036892,573.0
2019/12/2 13:50,267.72573403062836,278.14746404307925,696.3497889292807,551.0,215.0,36.95075952341812,551.0
2019/12/2 14:00,258.9333319861025,269.0114857619382,669.0362820307525,529.0,211.0,38.936847316904505,529.0
2019/12/2 14:10,249.12546961092687,258.8276979838603,639.5325663209504,505.0,206.0,40.97032809435225,505.0
2019/12/2 14:20,238.8557404675468,248.17260851162044,608.3251463587285,479.0,201.0,43.04426095853691,479.0
2019/12/2 14:30,227.60258525036608,236.50687937862463,575.3063227090715,452.0,195.0,45.152851699032766,452.0
2019/12/2 14:40,214.93703446523244,223.38905841963745,538.5490124894122,423.0,192.0,47.29121978979454,423.0
2019/12/2 14:50,202.1074669119712,210.1143767719345,502.4360749125762,394.0,185.0,49.45523640600864,394.0
2019/12/2 15:00,189.2750496195156,196.84980899723243,467.00149349206936,365.0,178.0,51.64138524349519,365.0
2019/12/2 15:10,174.78253605560695,181.8848988347088,427.5776693330268,334.0,169.0,53.846645572457135,334.0
2019/12/2 15:20,159.7536854703622,166.38365750992998,387.5399623917499,303.0,160.0,56.06838223532581,303.0
2019/12/2 15:30,144.26990166387554,150.4317421746859,347.35205849594075,271.0,150.0,58.30426931546601,271.0
2019/12/2 15:40,128.58054495959857,134.2871835319104,307.1698013812294,239.0,137.0,60.55227965456567,239.0
2019/12/2 15:50,111.81897448555314,117.0605167116422,265.39470318393523,207.0,125.0,62.81048196822719,207.0
2019/12/2 16:00,94.57490293029082,99.36074502345932,223.25768169258205,174.0,112.0,65.0769934706817,174.0
2019/12/2 16:10,77.0867705746352,81.43397194210853,181.17201032392907,143.0,97.0,67.3498145765731,143.0
2019/12/2 16:20,59.71071455408878,63.645441590826216,140.29962777090262,112.0,81.0,69.62672154630096,112.0
2019/12/2 16:30,43.045833449259426,46.606753995054625,101.8448340350074,82.0,64.0,71.90459047470166,82.0
2019/12/2 16:40,26.33298040969956,29.54036000031522,63.99196566060297,54.0,45.0,74.17832852334146,54.0
2019/12/2 16:50,13.090473709182826,16.032846880758065,34.489337633346985,29.0,27.0,76.43763299263381,29.0
2019/12/2 17:00,3.096774870445382,5.84798287427302,12.51180701240912,11.0,11.0,78.65661269262846,11.0
2019/12/2 17:10,0.0,0.0,0.0,0.0,0.0,80.76301605201324,0.0
2019/12/2 17:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 17:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 17:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 18:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 18:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 18:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 18:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 19:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 19:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 19:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 19:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 20:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 20:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 20:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 20:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 21:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 21:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 21:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 21:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 22:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 22:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 22:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 22:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 23:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 23:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 23:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/2 23:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 0:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 0:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 0:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 0:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 1:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 1:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 1:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 1:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 1:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 1:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 2:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 2:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 2:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 2:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/3 2:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
